rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride14694,Kurla,Bandra,11.32,UberPool,268.15,driver198,cust746,27.83,2022-06-14 23:18:48
ride14695,Kandivali,Sion,3.42,OlaMicro,952.14,driver28,cust241,49.75,2023-09-30 00:46:58
ride14696,Malad,Bandra,12.9,OlaMicro,962.19,driver363,cust2033,12.86,2024-08-05 00:12:45
ride14697,Kurla,Andheri,18.63,UberPool,1371.39,driver131,cust924,27.51,2022-04-01 13:50:25
ride14698,Kurla,Ghatkopar,11.84,UberPool,980.79,driver497,cust917,17.34,2020-09-17 14:26:50
ride14699,Dadar,Colaba,15.6,UberX,1725.23,driver459,cust2007,47.68,2021-09-11 02:19:22
ride14700,Thane,Andheri,9.45,UberX,376.64,driver431,cust755,16.04,2024-09-08 02:25:42
ride14701,Malad,South Mumbai,2.69,UberX,814.62,driver388,cust1936,45.81,2020-12-12 21:59:19
ride14702,Andheri,Juhu,11.43,UberX,140.17,driver65,cust934,23.77,2020-02-10 17:14:50
ride14703,Vashi,Malad,11.4,UberPool,551.2,driver75,cust291,11.4,2022-12-05 11:11:56
ride14704,Colaba,Versova,8.7,OlaMicro,1110.45,driver432,cust540,47.98,2020-07-07 12:42:05
ride14705,South Mumbai,Kandivali,16.41,UberPool,910.45,driver226,cust1328,26.87,2021-03-22 08:56:43
ride14706,Borivali,Sion,2.76,OlaMicro,135.02,driver358,cust679,42.29,2021-04-29 03:46:59
ride14707,Andheri,Vashi,13.49,OlaMicro,717.71,driver63,cust1617,44.47,2020-08-02 17:03:14
ride14708,Versova,Versova,19.94,UberPool,702.35,driver131,cust1885,21.12,2023-05-22 12:53:58
ride14709,Juhu,Kurla,17.53,UberX,1551.74,driver187,cust1921,24.04,2020-01-19 00:46:37
ride14710,Dadar,Andheri,14.95,UberX,90.26,driver53,cust1636,19.72,2020-04-30 21:05:44
ride14711,Kandivali,Dadar,16.9,UberPool,646.18,driver153,cust1978,41.8,2023-04-29 13:03:52
ride14712,Kandivali,Sion,3.34,UberPool,1623.01,driver152,cust1005,28.62,2021-12-08 12:41:51
ride14713,Sion,Kurla,8.1,OlaMicro,876.22,driver308,cust396,28.64,2020-09-09 11:18:32
ride14714,Vashi,South Mumbai,18.87,OlaMicro,1363.55,driver346,cust1360,38.64,2022-09-23 20:18:29
ride14715,Juhu,Vashi,4.77,UberPool,1439.09,driver343,cust817,42.67,2024-05-12 04:33:22
ride14716,Ghatkopar,Borivali,19.5,UberX,1613.78,driver263,cust388,30.45,2024-02-02 18:40:49
ride14717,Ghatkopar,Ghatkopar,17.71,UberX,653.01,driver279,cust2206,23.83,2020-10-30 18:26:39
ride14718,Colaba,Andheri,5.03,UberX,925.19,driver34,cust1829,37.83,2022-01-24 02:59:25
ride14719,Juhu,Dadar,8.9,UberPool,331.55,driver98,cust423,19.85,2022-05-03 21:17:48
ride14720,South Mumbai,Malad,14.63,UberPool,1733.24,driver256,cust1587,16.65,2021-07-06 15:08:44
ride14721,Ghatkopar,Kurla,15.08,UberPool,683.47,driver54,cust840,45.66,2023-04-19 20:24:57
ride14722,Malad,Sion,6.35,OlaMicro,1760.35,driver261,cust2129,14.69,2022-08-29 15:39:34
ride14723,Vashi,Malad,14.41,UberPool,314.93,driver402,cust2034,38.92,2022-07-30 03:50:23
ride14724,Colaba,Dadar,18.9,UberX,892.22,driver142,cust70,42.19,2024-03-05 10:58:52
ride14725,Thane,Dadar,11.21,OlaMicro,1595.75,driver11,cust940,47.27,2022-11-04 15:18:10
ride14726,Borivali,Andheri,18.7,UberX,1373.75,driver62,cust731,13.72,2020-08-12 22:31:55
ride14727,Dadar,Vashi,17.93,UberPool,1989.07,driver378,cust578,23.93,2023-02-27 19:02:51
ride14728,Kurla,Bandra,13.26,OlaMicro,511.26,driver289,cust1320,23.65,2020-12-15 08:58:45
ride14729,Dadar,Borivali,7.05,UberX,656.01,driver508,cust1786,35.52,2023-09-02 17:39:21
ride14730,Andheri,Vashi,3.76,UberPool,691.77,driver356,cust478,10.54,2022-02-12 21:01:57
ride14731,Ghatkopar,Bandra,11.17,UberX,781.06,driver397,cust585,27.42,2022-03-05 14:12:53
ride14732,Thane,Sion,13.01,UberX,1447.92,driver124,cust467,28.52,2021-04-23 11:50:46
ride14733,Versova,Sion,14.65,UberX,176.87,driver390,cust1000,14.62,2022-10-24 16:24:07
ride14734,Colaba,South Mumbai,13.58,UberX,1972.17,driver445,cust204,17.51,2023-07-24 22:43:20
ride14735,Bandra,Thane,1.67,UberPool,1495.77,driver224,cust1996,15.61,2021-10-09 18:50:38
ride14736,Versova,Andheri,18.3,OlaMicro,1021.74,driver183,cust807,38.78,2020-01-25 03:15:52
ride14737,Sion,South Mumbai,12.65,UberX,1296.54,driver430,cust62,40.53,2023-06-07 16:01:54
ride14738,Juhu,Juhu,3.66,OlaMicro,385.25,driver36,cust1293,46.12,2020-04-28 17:33:14
ride14739,Bandra,South Mumbai,5.26,UberPool,906.76,driver70,cust1290,28.54,2023-11-04 12:02:08
ride14740,Versova,Versova,13.13,UberX,971.88,driver102,cust71,39.28,2024-06-12 14:31:38
ride14741,Borivali,Dadar,17.37,UberX,1089.16,driver440,cust294,23.65,2023-05-10 06:53:33
ride14742,South Mumbai,Kurla,16.46,UberX,1387.75,driver454,cust507,37.09,2021-07-18 18:07:03
ride14743,Andheri,Vashi,12.9,UberX,705.59,driver102,cust464,29.73,2023-10-01 07:24:42
ride14744,Kurla,Sion,4.45,UberPool,1972.97,driver269,cust1672,47.71,2020-08-26 10:20:21
ride14745,Sion,Juhu,1.71,OlaMicro,170.04,driver212,cust709,35.28,2020-02-19 20:43:47
ride14746,Andheri,Borivali,5.36,OlaMicro,875.28,driver348,cust295,23.3,2023-05-31 19:28:02
ride14747,Kurla,Dadar,4.97,UberPool,260.92,driver176,cust1801,41.72,2021-06-03 06:41:51
ride14748,Kurla,Kurla,5.85,OlaMicro,1503.85,driver482,cust485,12.33,2020-11-16 16:06:37
ride14749,Malad,South Mumbai,9.84,OlaMicro,1361.57,driver430,cust1774,45.23,2023-01-13 12:33:25
ride14750,Vashi,Vashi,11.82,OlaMicro,1140.36,driver52,cust1857,31.98,2021-12-26 13:22:10
ride14751,Ghatkopar,Malad,5.9,UberX,396.3,driver69,cust1982,48.63,2023-06-18 18:28:46
ride14752,Kurla,Juhu,11.73,UberPool,1467.91,driver269,cust2090,37.54,2021-08-13 06:29:17
ride14753,Vashi,Sion,12.79,UberX,1624.38,driver81,cust1670,21.03,2023-01-15 12:17:07
ride14754,Dadar,Sion,7.8,UberPool,1964.92,driver426,cust2052,36.93,2024-09-11 16:43:19
ride14755,Thane,Ghatkopar,3.88,UberX,1406.48,driver30,cust1639,24.38,2020-11-04 19:49:37
ride14756,Dadar,Malad,8.25,UberX,552.55,driver66,cust1240,28.49,2024-04-23 11:27:18
ride14757,Colaba,Borivali,9.3,UberPool,709.74,driver492,cust1431,31.9,2024-01-20 20:07:23
ride14758,Thane,Ghatkopar,19.84,UberPool,990.06,driver510,cust1015,43.1,2024-05-13 11:16:14
ride14759,Andheri,Andheri,12.2,OlaMicro,262.64,driver119,cust1038,34.62,2024-02-21 18:52:57
ride14760,Andheri,Malad,10.82,UberX,1393.1,driver341,cust1213,27.39,2024-10-08 06:07:47
ride14761,Versova,Thane,2.6,OlaMicro,489.71,driver166,cust974,37.15,2022-11-29 15:42:44
ride14762,Andheri,Thane,5.84,UberPool,148.14,driver326,cust2129,26.34,2024-07-30 02:28:54
ride14763,Sion,Vashi,13.26,UberPool,470.33,driver179,cust2001,48.19,2021-10-17 02:28:41
ride14764,Vashi,Borivali,11.52,UberPool,979.02,driver157,cust106,21.07,2020-01-19 01:36:26
ride14765,Dadar,Kurla,3.73,OlaMicro,1512.47,driver273,cust2067,28.68,2021-10-01 04:29:44
ride14766,Kandivali,Malad,6.78,OlaMicro,864.52,driver284,cust653,23.07,2023-12-24 09:54:46
ride14767,Andheri,Sion,16.81,UberPool,1527.36,driver283,cust265,18.4,2024-08-03 11:04:38
ride14768,Ghatkopar,Vashi,11.63,OlaMicro,1028.03,driver154,cust1216,19.46,2020-11-05 10:52:29
ride14769,Ghatkopar,Bandra,1.9,UberPool,1342.13,driver326,cust2108,29.64,2022-10-09 13:22:10
ride14770,Dadar,Juhu,5.17,OlaMicro,1473.76,driver391,cust429,39.76,2023-04-02 10:23:43
ride14771,Vashi,Malad,11.31,UberPool,1835.38,driver499,cust1475,36.3,2024-09-28 22:28:14
ride14772,Sion,Sion,17.35,UberX,267.5,driver200,cust800,32.18,2024-08-19 06:20:19
ride14773,Andheri,Borivali,10.44,UberPool,1237.41,driver399,cust2161,37.46,2022-09-17 10:52:00
ride14774,South Mumbai,Kandivali,15.41,UberX,215.34,driver383,cust1948,26.57,2020-02-19 07:45:16
ride14775,Dadar,Kandivali,4.94,OlaMicro,1693.67,driver235,cust1510,29.79,2020-07-04 12:29:26
ride14776,Juhu,Thane,7.18,UberPool,1164.72,driver51,cust1528,28.68,2023-07-18 01:17:00
ride14777,Kurla,Ghatkopar,1.63,OlaMicro,126.63,driver139,cust1322,34.67,2021-11-26 16:20:40
ride14778,Juhu,Colaba,13.17,UberX,87.34,driver103,cust1778,41.62,2023-04-25 23:56:15
ride14779,Borivali,Vashi,16.77,UberX,1366.5,driver87,cust1363,33.41,2023-06-16 20:41:41
ride14780,Malad,South Mumbai,18.75,UberX,1121.81,driver370,cust1716,26.33,2023-01-18 15:37:15
ride14781,Versova,Versova,10.42,OlaMicro,1947.06,driver171,cust754,27.16,2022-10-02 13:36:19
ride14782,Colaba,South Mumbai,9.47,UberPool,1414.85,driver130,cust1129,18.07,2020-02-18 10:18:12
ride14783,Sion,Kandivali,18.71,UberPool,125.53,driver289,cust1156,27.23,2024-03-25 21:00:33
ride14784,Ghatkopar,Thane,5.46,UberPool,1218.62,driver383,cust1928,22.79,2021-11-05 21:50:41
ride14785,Andheri,Colaba,9.09,UberPool,434.75,driver492,cust523,23.74,2024-10-08 00:33:18
ride14786,South Mumbai,Versova,15.7,UberX,1946.39,driver178,cust1313,36.42,2020-06-20 00:32:25
ride14787,Dadar,Bandra,8.18,UberX,1032.04,driver397,cust978,26.97,2021-04-19 09:40:34
ride14788,Malad,Thane,7.97,UberX,1288.02,driver420,cust100,29.58,2020-04-08 12:12:23
ride14789,Bandra,Sion,5.29,UberPool,1702.84,driver320,cust307,24.95,2021-12-02 22:39:52
ride14790,Kandivali,Sion,14.56,OlaMicro,1624.28,driver1,cust1467,30.92,2021-09-06 04:33:02
ride14791,Versova,Malad,5.78,UberX,286.1,driver480,cust1602,34.41,2020-08-13 20:20:33
ride14792,South Mumbai,Bandra,19.13,UberX,1992.91,driver362,cust396,11.93,2020-02-03 12:43:28
ride14793,Thane,Sion,17.91,OlaMicro,805.6,driver169,cust1877,35.35,2020-02-24 08:29:05
ride14794,South Mumbai,Malad,11.33,OlaMicro,1616.99,driver207,cust1414,14.07,2020-02-26 06:30:21
ride14795,Andheri,South Mumbai,12.64,OlaMicro,728.86,driver494,cust1991,35.78,2022-12-15 05:42:29
ride14796,Vashi,Malad,9.33,OlaMicro,1165.35,driver502,cust520,35.78,2022-08-15 08:00:09
ride14797,Kandivali,Thane,3.06,OlaMicro,1471.86,driver502,cust1560,46.58,2020-07-16 08:47:41
ride14798,Versova,Bandra,17.41,UberX,738.97,driver158,cust1346,49.9,2024-09-26 10:02:44
ride14799,Borivali,Dadar,4.88,UberPool,1058.73,driver485,cust976,36.88,2021-09-16 05:46:24
ride14800,Vashi,Malad,6.77,OlaMicro,1753.07,driver164,cust1134,44.05,2023-02-20 18:16:57
ride14801,Sion,Kandivali,12.75,UberX,1022.47,driver210,cust2091,37.1,2022-06-30 06:13:44
ride14802,Dadar,Bandra,16.28,UberPool,781.99,driver225,cust1793,49.01,2020-08-31 21:31:04
ride14803,South Mumbai,Borivali,18.69,UberX,540.56,driver257,cust1477,45.52,2020-08-27 05:20:23
ride14804,Kandivali,Vashi,15.49,UberX,301.79,driver353,cust1206,14.05,2024-01-10 11:41:02
ride14805,Sion,Kandivali,11.69,OlaMicro,1057.38,driver291,cust407,44.09,2021-11-20 21:07:24
ride14806,Versova,Ghatkopar,14.71,UberX,167.28,driver100,cust661,28.14,2023-04-16 01:23:40
ride14807,Andheri,Kurla,6.96,OlaMicro,97.27,driver520,cust2027,39.99,2023-11-05 16:02:21
ride14808,Juhu,Kurla,4.92,UberX,831.57,driver48,cust1075,22.01,2021-11-02 08:56:05
ride14809,Vashi,South Mumbai,8.7,UberX,228.49,driver92,cust380,23.46,2022-03-13 04:15:11
ride14810,South Mumbai,Borivali,7.34,UberX,617.25,driver298,cust748,41.01,2023-12-16 16:53:58
ride14811,Vashi,Bandra,5.75,UberX,1245.76,driver424,cust1091,23.05,2023-07-13 04:13:04
ride14812,Juhu,Malad,1.67,UberPool,1603.38,driver480,cust835,49.13,2020-10-01 09:30:28
ride14813,Juhu,Ghatkopar,4.76,OlaMicro,1433.44,driver167,cust948,44.94,2022-04-02 00:09:31
ride14814,Versova,Ghatkopar,15.3,OlaMicro,835.27,driver386,cust361,33.5,2023-03-12 06:41:32
ride14815,Colaba,Dadar,3.4,UberPool,1333.6,driver103,cust686,23.55,2020-03-20 08:17:46
ride14816,Ghatkopar,South Mumbai,8.24,OlaMicro,659.35,driver411,cust1265,21.64,2023-11-25 22:12:29
ride14817,Juhu,Borivali,14.32,OlaMicro,1658.78,driver377,cust1015,25.26,2023-12-11 20:04:24
ride14818,Ghatkopar,Juhu,13.52,UberPool,165.56,driver339,cust360,23.62,2021-12-07 17:49:12
ride14819,Kandivali,Sion,8.79,UberPool,365.81,driver8,cust147,31.56,2023-07-14 20:10:55
ride14820,Kandivali,Thane,10.53,OlaMicro,1995.97,driver433,cust2010,13.92,2024-08-08 06:11:08
ride14821,Kandivali,Colaba,19.24,OlaMicro,1274.01,driver174,cust908,31.84,2020-10-13 08:58:34
ride14822,Malad,Andheri,14.62,UberX,1899.8,driver491,cust1632,35.32,2023-10-14 18:52:55
ride14823,Andheri,Bandra,4.35,OlaMicro,528.03,driver211,cust339,47.46,2020-10-14 15:51:35
ride14824,Ghatkopar,South Mumbai,9.54,UberPool,559.78,driver365,cust2190,14.33,2024-06-24 04:13:55
ride14825,Thane,Andheri,10.45,UberPool,1275.87,driver200,cust2231,39.34,2020-12-09 07:26:57
ride14826,Andheri,Juhu,12.26,OlaMicro,990.85,driver407,cust456,44.36,2021-07-12 06:42:32
ride14827,Juhu,Kurla,16.62,OlaMicro,1367.26,driver156,cust903,46.76,2020-02-26 14:09:56
ride14828,Bandra,Thane,2.49,UberX,502.49,driver49,cust1671,43.45,2021-05-22 11:22:53
ride14829,Malad,Juhu,4.31,OlaMicro,1781.02,driver308,cust1819,44.64,2022-11-29 10:47:47
ride14830,Andheri,Versova,5.42,OlaMicro,1728.82,driver390,cust271,21.06,2022-06-01 03:35:56
ride14831,Ghatkopar,Kurla,11.15,OlaMicro,1502.63,driver163,cust1558,29.24,2020-07-16 23:39:42
ride14832,Colaba,Malad,8.06,OlaMicro,273.3,driver379,cust1222,14.21,2024-06-03 04:52:48
ride14833,Colaba,Andheri,14.75,OlaMicro,1329.65,driver62,cust845,33.11,2020-07-26 02:51:39
ride14834,Colaba,Juhu,8.4,UberPool,412.8,driver283,cust50,10.15,2021-09-28 03:45:22
ride14835,Juhu,Andheri,18.28,UberX,1032.88,driver373,cust1485,10.2,2020-08-29 20:28:21
ride14836,Sion,Colaba,7.56,OlaMicro,964.14,driver261,cust825,41.22,2021-09-04 18:25:31
ride14837,Kurla,Sion,6.47,OlaMicro,1268.53,driver236,cust1876,23.09,2023-02-24 17:34:58
ride14838,Colaba,Versova,14.23,UberX,775.26,driver410,cust1891,45.47,2020-09-26 01:47:33
ride14839,Andheri,Ghatkopar,14.11,UberX,624.45,driver97,cust754,24.81,2023-01-14 04:10:41
ride14840,Borivali,Sion,19.0,UberPool,896.21,driver149,cust394,17.46,2021-08-17 03:35:35
ride14841,Versova,Malad,15.9,UberPool,957.81,driver262,cust834,40.95,2020-01-14 12:18:40
ride14842,Versova,Colaba,1.31,UberX,1097.59,driver231,cust1346,39.51,2020-03-20 11:43:08
ride14843,Dadar,Borivali,12.7,UberPool,704.51,driver474,cust1661,13.37,2023-01-02 22:21:58
ride14844,Andheri,Thane,18.05,UberPool,1676.97,driver404,cust1762,49.14,2020-02-23 05:41:31
ride14845,Colaba,Colaba,16.4,UberPool,1909.71,driver286,cust190,28.9,2022-06-18 03:18:20
ride14846,Sion,Andheri,8.96,UberPool,188.07,driver402,cust1554,27.02,2024-06-07 09:18:15
ride14847,Thane,Sion,1.28,UberPool,1295.67,driver145,cust2093,37.92,2023-06-13 03:48:18
ride14848,Ghatkopar,Malad,15.23,UberX,1795.24,driver369,cust294,17.31,2021-11-29 23:29:19
ride14849,Ghatkopar,Juhu,8.57,OlaMicro,1099.16,driver374,cust1025,15.23,2021-07-22 04:44:49
ride14850,Sion,Ghatkopar,3.21,UberX,1866.99,driver61,cust1076,18.51,2024-07-15 15:48:13
ride14851,Juhu,Kurla,15.68,UberX,1451.42,driver27,cust494,11.13,2023-03-01 23:44:34
ride14852,Versova,Kurla,19.86,UberPool,1032.46,driver254,cust351,33.12,2020-05-22 00:41:37
ride14853,Borivali,Sion,9.17,UberPool,1629.92,driver123,cust2146,32.74,2023-08-18 13:08:45
ride14854,Bandra,South Mumbai,12.51,OlaMicro,213.86,driver70,cust165,48.1,2020-03-18 00:18:52
ride14855,Juhu,Ghatkopar,15.55,OlaMicro,1042.69,driver158,cust298,24.51,2020-09-04 00:35:22
ride14856,Kandivali,Dadar,8.11,UberPool,757.81,driver4,cust1776,36.06,2022-01-06 18:42:19
ride14857,Bandra,Malad,9.11,OlaMicro,1583.82,driver427,cust344,47.48,2020-09-21 04:00:32
ride14858,Vashi,South Mumbai,19.19,UberX,948.79,driver158,cust1489,21.77,2020-10-10 17:26:33
ride14859,Thane,Versova,15.9,UberPool,344.97,driver292,cust482,40.81,2022-01-02 06:02:55
ride14860,Borivali,Versova,17.43,UberPool,384.14,driver364,cust1645,23.0,2021-11-01 05:22:37
ride14861,Thane,Vashi,13.74,UberPool,824.14,driver67,cust1144,31.46,2023-05-21 11:11:16
ride14862,Ghatkopar,Borivali,10.92,UberX,1233.5,driver74,cust805,43.78,2024-05-15 19:24:14
ride14863,Dadar,Sion,12.66,UberX,587.63,driver230,cust2122,44.61,2024-03-21 22:48:46
ride14864,Ghatkopar,Colaba,1.64,UberPool,431.64,driver367,cust424,28.82,2024-01-14 01:48:14
ride14865,Kandivali,Dadar,19.33,OlaMicro,1483.79,driver342,cust994,10.98,2020-12-14 10:36:34
ride14866,Malad,Colaba,2.84,UberPool,1289.39,driver38,cust150,10.24,2020-02-17 23:16:56
ride14867,Kurla,Malad,14.77,UberX,719.3,driver203,cust1469,34.34,2021-12-29 07:44:37
ride14868,Thane,Vashi,9.4,OlaMicro,1592.18,driver124,cust168,25.59,2024-09-15 22:27:49
ride14869,Sion,Vashi,4.33,UberPool,956.39,driver73,cust1872,12.78,2021-06-15 16:59:21
ride14870,Kandivali,Versova,18.65,UberX,92.68,driver192,cust1010,41.03,2020-09-25 01:50:34
ride14871,Versova,Malad,6.96,UberX,317.74,driver264,cust1117,31.84,2023-04-17 10:56:29
ride14872,Sion,Thane,19.26,UberPool,876.88,driver66,cust1708,49.18,2020-04-14 04:54:35
ride14873,Colaba,Sion,7.91,UberX,659.98,driver181,cust1296,40.05,2021-06-22 22:17:00
ride14874,Malad,Versova,1.35,OlaMicro,1018.03,driver451,cust1261,26.03,2020-08-30 09:57:04
ride14875,Andheri,Kurla,4.55,UberPool,1848.22,driver441,cust333,17.96,2020-08-08 11:07:14
ride14876,Borivali,Kurla,2.03,UberPool,870.83,driver60,cust1852,46.57,2021-09-24 05:16:54
ride14877,Colaba,Dadar,13.5,OlaMicro,1270.21,driver70,cust417,12.1,2023-12-05 22:19:55
ride14878,Malad,Kurla,4.69,OlaMicro,605.99,driver298,cust1369,43.19,2021-07-16 23:02:33
ride14879,Andheri,Colaba,9.61,OlaMicro,1804.43,driver464,cust1751,45.11,2020-07-08 21:10:19
ride14880,South Mumbai,Thane,8.86,OlaMicro,57.79,driver401,cust963,44.59,2023-01-23 18:15:23
ride14881,Borivali,Dadar,8.88,UberX,1497.32,driver147,cust1228,24.37,2023-11-02 21:51:34
ride14882,Borivali,Kandivali,13.78,UberPool,666.97,driver236,cust285,21.02,2021-02-14 18:39:35
ride14883,Juhu,Dadar,19.73,UberPool,825.7,driver324,cust611,13.34,2023-01-01 17:37:05
ride14884,Colaba,Sion,19.83,OlaMicro,1983.4,driver240,cust1577,44.25,2020-12-25 09:41:11
ride14885,South Mumbai,Dadar,11.17,UberPool,796.09,driver284,cust788,42.36,2020-11-02 02:13:30
ride14886,Dadar,Ghatkopar,7.54,UberX,1538.32,driver31,cust1464,36.47,2021-03-25 08:17:41
ride14887,Ghatkopar,Colaba,8.72,UberX,1673.78,driver405,cust396,11.21,2023-10-17 17:07:49
ride14888,Borivali,Dadar,15.44,UberX,1894.92,driver181,cust1903,20.32,2021-07-01 12:04:06
ride14889,Kurla,Malad,13.98,OlaMicro,1389.13,driver223,cust1845,14.55,2022-08-03 08:37:14
ride14890,Dadar,Vashi,2.5,UberPool,1589.17,driver83,cust225,24.73,2021-03-12 18:35:06
ride14891,Andheri,Sion,2.57,OlaMicro,193.81,driver476,cust125,42.06,2024-06-12 04:07:20
ride14892,Andheri,Malad,3.68,OlaMicro,1103.44,driver175,cust2230,19.83,2020-11-06 20:14:47
ride14893,Kurla,Kandivali,12.29,UberX,1210.07,driver1,cust1167,11.05,2020-01-05 04:40:06
ride14894,Borivali,Kandivali,7.5,OlaMicro,1493.46,driver507,cust518,12.13,2024-09-13 05:02:15
ride14895,Thane,Thane,2.66,UberX,1554.51,driver176,cust1928,24.59,2021-11-23 09:02:22
ride14896,Thane,Kurla,15.67,UberX,843.15,driver36,cust1111,39.83,2020-11-28 08:53:10
ride14897,Sion,Versova,11.44,UberX,234.04,driver439,cust330,10.52,2024-07-19 23:32:08
ride14898,Borivali,Juhu,2.16,OlaMicro,1165.31,driver209,cust1929,31.39,2023-03-12 00:40:32
ride14899,Ghatkopar,Borivali,8.38,UberPool,1118.71,driver158,cust16,38.16,2023-02-01 18:32:04
ride14900,Vashi,Andheri,2.55,UberPool,900.42,driver261,cust454,15.55,2021-04-01 19:43:02
ride14901,Andheri,Andheri,15.97,UberX,807.2,driver314,cust77,27.24,2020-11-23 12:14:20
ride14902,Versova,Kurla,1.9,UberPool,1555.16,driver138,cust275,41.93,2021-04-02 16:32:14
ride14903,Borivali,Thane,1.49,OlaMicro,900.28,driver409,cust839,15.62,2024-06-10 01:40:02
ride14904,Ghatkopar,Ghatkopar,9.27,UberX,1851.71,driver146,cust39,20.61,2020-01-06 16:09:34
ride14905,Vashi,Borivali,7.99,OlaMicro,1264.62,driver250,cust712,33.98,2022-12-13 20:06:28
ride14906,Juhu,Bandra,3.77,UberX,252.69,driver455,cust1742,22.52,2021-09-22 02:56:25
ride14907,Vashi,Colaba,8.81,UberPool,1480.05,driver411,cust64,19.2,2024-06-14 08:57:34
ride14908,Andheri,Thane,2.91,UberX,118.48,driver214,cust1040,27.06,2020-12-21 21:56:17
ride14909,Thane,Malad,19.32,UberX,1049.18,driver369,cust383,23.6,2022-06-18 00:01:42
ride14910,Bandra,South Mumbai,12.54,OlaMicro,1380.84,driver466,cust1780,19.53,2021-04-19 03:48:51
ride14911,Dadar,Dadar,12.91,UberPool,1637.52,driver280,cust1691,33.59,2023-07-12 05:27:24
ride14912,Malad,Kandivali,19.52,UberPool,400.43,driver493,cust2042,44.13,2023-07-26 11:58:04
ride14913,Andheri,Sion,16.01,UberPool,1918.69,driver345,cust1827,15.67,2022-10-03 10:30:24
ride14914,Ghatkopar,Juhu,12.99,UberPool,1437.76,driver163,cust309,29.52,2023-12-03 07:30:36
ride14915,Ghatkopar,Kurla,12.93,UberPool,90.32,driver266,cust902,48.52,2024-09-08 15:52:09
ride14916,Thane,Malad,3.43,UberPool,1726.55,driver502,cust51,28.0,2022-07-13 23:01:11
ride14917,Andheri,Bandra,4.46,UberX,1087.89,driver13,cust1534,18.64,2020-10-04 18:14:50
ride14918,Kandivali,South Mumbai,8.95,UberX,1889.89,driver136,cust1327,34.03,2020-01-11 21:09:10
ride14919,Malad,Malad,17.04,UberPool,1696.85,driver165,cust241,13.43,2020-04-22 23:32:46
ride14920,Juhu,Versova,9.29,UberPool,908.1,driver205,cust1463,11.69,2022-11-24 03:52:40
ride14921,Vashi,Bandra,16.65,OlaMicro,160.23,driver235,cust2048,30.48,2021-10-27 09:35:55
ride14922,Vashi,Thane,18.61,OlaMicro,1049.78,driver479,cust2063,37.56,2024-04-03 12:34:50
ride14923,Bandra,Sion,11.41,OlaMicro,337.18,driver491,cust1745,26.38,2022-03-23 00:01:32
ride14924,Dadar,Borivali,18.18,UberPool,227.63,driver508,cust1076,35.53,2022-04-26 08:50:11
ride14925,Bandra,Colaba,11.19,UberX,581.91,driver359,cust1781,18.24,2024-08-01 11:46:12
ride14926,Sion,Bandra,4.61,UberPool,389.81,driver403,cust396,24.28,2020-12-20 17:50:34
ride14927,Andheri,Vashi,17.59,UberPool,1979.34,driver469,cust1979,32.8,2022-09-20 04:52:03
ride14928,South Mumbai,Kandivali,12.74,OlaMicro,207.27,driver187,cust149,20.65,2022-03-02 19:29:45
ride14929,Bandra,Andheri,18.12,OlaMicro,1218.81,driver336,cust193,12.02,2020-09-14 13:33:44
ride14930,Juhu,Juhu,3.06,UberX,1691.48,driver151,cust234,20.44,2020-04-12 21:20:06
ride14931,Malad,Colaba,9.1,UberX,760.77,driver46,cust1927,40.63,2021-06-22 18:20:32
ride14932,Vashi,Sion,3.43,UberX,380.37,driver321,cust598,21.88,2023-07-22 17:08:18
ride14933,Dadar,Kurla,19.42,UberX,99.22,driver163,cust1099,44.03,2024-02-10 19:38:52
ride14934,Bandra,Borivali,5.74,UberX,368.06,driver282,cust2222,33.77,2022-02-16 13:54:44
ride14935,Dadar,South Mumbai,8.09,OlaMicro,254.41,driver26,cust1373,34.51,2023-05-29 14:36:52
ride14936,Colaba,Malad,15.43,OlaMicro,1907.0,driver358,cust935,23.18,2023-05-20 12:49:08
ride14937,Bandra,Thane,12.45,UberPool,893.99,driver126,cust2224,11.22,2020-07-04 06:48:53
ride14938,Kandivali,Vashi,18.09,OlaMicro,910.65,driver194,cust999,11.79,2023-07-26 12:31:56
ride14939,Ghatkopar,Kurla,19.66,UberX,1175.44,driver465,cust1446,21.58,2021-05-13 12:31:16
ride14940,Sion,Bandra,14.38,UberX,416.76,driver297,cust1765,40.0,2024-01-28 04:53:55
ride14941,Bandra,Vashi,8.2,UberPool,1963.44,driver362,cust1452,45.94,2024-01-15 05:13:25
ride14942,Kandivali,South Mumbai,3.89,UberX,438.15,driver340,cust518,35.3,2021-11-01 23:26:19
ride14943,Kurla,Malad,6.45,UberPool,603.0,driver130,cust1554,37.58,2022-11-28 18:00:48
ride14944,Malad,Juhu,13.63,UberPool,1604.19,driver258,cust1649,13.45,2021-09-12 15:18:44
ride14945,Kandivali,Thane,7.09,UberPool,696.83,driver236,cust1965,45.33,2024-03-25 13:46:29
ride14946,Malad,Malad,17.06,UberX,1059.49,driver397,cust1188,34.32,2023-08-21 11:37:17
ride14947,Colaba,Borivali,18.14,UberX,783.77,driver475,cust494,37.83,2020-01-18 20:16:21
ride14948,South Mumbai,Kandivali,2.03,UberPool,1371.23,driver322,cust559,19.92,2022-05-25 20:38:09
